# Time (s),Altitude (m),Vertical velocity (m/s),Mach number (​)
4.086,590.785,286.133,0.853
4.089,591.787,286.059,0.853
4.093,592.816,285.981,0.853
4.096,593.817,285.905,0.853
4.1,594.818,285.828,0.853
4.103,595.846,285.748,0.852
4.107,596.846,285.669,0.852
4.11,597.846,285.59,0.852
4.114,598.874,285.507,0.852
4.118,599.873,285.424,0.852
4.123,601.371,285.295,0.851
4.131,603.617,285.102,0.851
4.142,606.983,284.813,0.85
4.16,612.026,284.382,0.849
4.187,619.576,283.739,0.847
4.227,630.869,282.783,0.844
4.272,643.626,281.704,0.841
4.322,657.682,280.509,0.838
4.372,671.677,279.313,0.835
4.422,685.613,278.115,0.832
4.469,698.764,276.987,0.829
4.519,712.584,275.811,0.825
4.569,726.346,274.654,0.822
4.619,740.05,273.512,0.819
4.669,753.697,272.375,0.815
4.719,767.287,271.237,0.812
