# Time (s),Altitude (m),Vertical velocity (m/s),Mach number (​)
4.079,588.471,286.063,0.854
4.082,589.5,285.989,0.854
4.086,590.501,285.916,0.854
4.089,591.502,285.841,0.854
4.093,592.531,285.763,0.854
4.096,593.531,285.687,0.853
4.1,594.53,285.609,0.853
4.103,595.558,285.529,0.853
4.107,596.558,285.45,0.853
4.11,597.557,285.371,0.853
4.114,598.584,285.288,0.852
4.118,599.582,285.205,0.852
4.123,601.079,285.076,0.852
4.131,603.323,284.883,0.851
4.142,606.687,284.595,0.85
4.16,611.726,284.166,0.849
4.187,619.27,283.527,0.847
4.222,629.3,282.681,0.845
4.255,638.464,281.909,0.842
4.296,650.048,280.929,0.84
4.346,664.065,279.732,0.836
4.396,678.021,278.529,0.833
4.431,687.862,277.68,0.83
4.475,700.106,276.633,0.828
4.525,713.908,275.466,0.824
4.575,727.653,274.317,0.821
4.624,741.072,273.2,0.818
4.671,753.89,272.134,0.815
4.721,767.468,270.995,0.812
4.771,780.989,269.853,0.809
4.821,794.348,268.719,0.805
4.863,805.586,267.769,0.803
4.913,818.946,266.652,0.799
4.963,832.252,265.553,0.796
5.013,845.502,264.468,0.793
5.057,857.235,263.508,0.79
5.107,870.383,262.428,0.787
5.157,883.477,261.345,0.784
5.207,896.518,260.258,0.781
5.257,909.503,259.175,0.779
5.307,922.435,258.101,0.776
5.357,935.314,257.041,0.773
5.407,948.14,255.997,0.77
5.457,960.913,254.962,0.767
5.507,973.636,253.932,0.764
5.557,986.307,252.901,0.761
5.607,998.926,251.866,0.758
5.657,1011.493,250.831,0.755
5.707,1024.009,249.802,0.753
5.757,1036.474,248.783,0.75
5.807,1048.888,247.777,0.747
5.857,1061.252,246.782,0.744
5.907,1073.566,245.794,0.741
5.957,1085.831,244.81,0.739
6.007,1098.047,243.824,0.736
6.057,1110.213,242.836,0.733
6.107,1122.331,241.85,0.73
6.157,1134.398,240.867,0.728
6.207,1146.417,239.893,0.725
6.257,1158.388,238.929,0.722
6.307,1170.311,237.977,0.719
6.357,1182.186,237.033,0.717
6.407,1194.014,236.093,0.714
6.457,1205.795,235.152,0.711
6.507,1217.529,234.211,0.709
6.557,1229.216,233.268,0.706
6.607,1240.856,232.327,0.703
6.657,1252.449,231.393,0.701
6.707,1263.995,230.467,0.698
6.757,1275.496,229.55,0.696
6.807,1286.951,228.642,0.693
6.857,1298.36,227.738,0.69
6.907,1309.724,226.839,0.688
6.957,1321.044,225.941,0.685
7.007,1332.318,225.042,0.683
7.057,1343.548,224.143,0.68
7.107,1354.733,223.245,0.678
7.157,1365.873,222.352,0.675
7.207,1376.968,221.467,0.673
7.257,1388.019,220.589,0.67
7.307,1399.027,219.717,0.668
7.357,1409.991,218.851,0.665
7.407,1420.912,217.988,0.663
7.457,1431.79,217.127,0.661
7.507,1442.625,216.267,0.658
7.557,1453.417,215.407,0.655
7.607,1464.166,214.549,0.653
7.657,1474.872,213.694,0.651
7.707,1485.535,212.843,0.648
7.757,1496.156,211.998,0.646
7.807,1506.735,211.16,0.643
7.857,1517.272,210.329,0.641
7.907,1527.768,209.502,0.639
7.957,1538.223,208.679,0.636
8.007,1548.636,207.857,0.634
8.057,1559.008,207.037,0.632
8.107,1569.34,206.216,0.63
8.157,1579.63,205.394,0.627
8.207,1589.879,204.571,0.625
8.257,1600.087,203.752,0.623
8.307,1610.254,202.936,0.62
8.357,1620.381,202.126,0.618
8.407,1630.467,201.324,0.616
8.457,1640.513,200.529,0.614
8.507,1650.52,199.741,0.612
8.557,1660.487,198.956,0.609
8.607,1670.416,198.172,0.607
8.657,1680.305,197.388,0.605
8.707,1690.154,196.602,0.602
8.757,1699.965,195.815,0.6
8.807,1709.736,195.028,0.598
8.857,1719.468,194.243,0.596
8.907,1729.16,193.461,0.593
8.957,1738.814,192.685,0.591
9.007,1748.429,191.915,0.589
9.057,1758.006,191.152,0.587
9.107,1767.544,190.395,0.584
9.157,1777.045,189.643,0.582
9.207,1786.508,188.892,0.58
9.257,1795.934,188.141,0.578
9.307,1805.323,187.391,0.576
9.357,1814.673,186.64,0.574
9.407,1823.987,185.886,0.571
9.457,1833.262,185.133,0.569
9.507,1842.5,184.382,0.567
9.557,1851.7,183.636,0.565
9.607,1860.863,182.893,0.563
9.657,1869.99,182.155,0.561
9.707,1879.079,181.423,0.559
9.757,1888.132,180.697,0.557
9.807,1897.149,179.974,0.555
9.857,1906.13,179.253,0.553
9.907,1915.074,178.533,0.551
9.957,1923.983,177.814,0.549
10.007,1932.856,177.093,0.547
10.057,1941.692,176.37,0.545
10.107,1950.493,175.648,0.543
10.157,1959.257,174.926,0.541
10.207,1967.985,174.207,0.539
10.257,1976.678,173.492,0.537
10.307,1985.334,172.78,0.535
10.357,1993.956,172.073,0.533
10.407,2002.542,171.371,0.531
10.457,2011.093,170.673,0.529
10.507,2019.609,169.978,0.527
10.557,2028.091,169.285,0.525
10.607,2036.538,168.593,0.523
10.657,2044.95,167.902,0.521
10.707,2053.328,167.21,0.519
10.757,2061.671,166.518,0.517
10.807,2069.98,165.826,0.515
10.857,2078.254,165.135,0.513
10.907,2086.493,164.445,0.511
10.957,2094.698,163.758,0.509
11.007,2102.869,163.073,0.508
11.057,2111.006,162.391,0.506
11.107,2119.108,161.713,0.504
11.157,2127.177,161.037,0.502
11.207,2135.212,160.364,0.5
11.257,2143.213,159.693,0.498
11.307,2151.181,159.023,0.496
11.357,2159.116,158.355,0.494
11.407,2167.017,157.689,0.492
11.457,2174.885,157.025,0.49
11.507,2182.719,156.362,0.488
11.557,2190.521,155.7,0.486
11.607,2198.289,155.039,0.484
11.657,2206.025,154.379,0.482
11.707,2213.727,153.72,0.481
11.757,2221.397,153.061,0.479
11.807,2229.033,152.404,0.477
11.857,2236.637,151.748,0.475
11.907,2244.208,151.095,0.473
11.957,2251.747,150.445,0.471
12.007,2259.253,149.798,0.47
12.057,2266.727,149.153,0.468
12.107,2274.168,148.508,0.466
12.157,2281.577,147.867,0.464
12.207,2288.955,147.227,0.462
12.257,2296.3,146.588,0.46
12.307,2303.614,145.95,0.459
12.357,2310.895,145.313,0.457
12.407,2318.145,144.676,0.455
12.457,2325.363,144.038,0.453
12.507,2332.549,143.402,0.451
12.557,2339.703,142.766,0.449
12.607,2346.825,142.132,0.447
12.657,2353.916,141.499,0.445
12.707,2360.975,140.867,0.444
12.757,2368.003,140.239,0.442
12.807,2374.999,139.613,0.44
12.857,2381.964,138.991,0.439
12.907,2388.898,138.371,0.437
12.957,2395.801,137.754,0.435
13.007,2402.674,137.138,0.434
13.057,2409.515,136.524,0.432
13.107,2416.326,135.911,0.43
13.157,2423.106,135.298,0.429
13.207,2429.856,134.684,0.427
13.257,2436.575,134.07,0.425
13.307,2443.263,133.455,0.423
13.357,2449.92,132.84,0.422
13.407,2456.547,132.223,0.42
13.457,2463.143,131.606,0.418
13.507,2469.707,130.991,0.417
13.557,2476.242,130.378,0.415
13.607,2482.745,129.767,0.413
13.657,2489.218,129.159,0.411
13.707,2495.661,128.555,0.41
13.757,2502.074,127.953,0.408
13.807,2508.457,127.355,0.407
13.857,2514.809,126.759,0.405
13.907,2521.133,126.165,0.403
13.957,2527.426,125.572,0.401
14.007,2533.69,124.98,0.4
14.057,2539.924,124.389,0.398
14.107,2546.129,123.799,0.397
14.157,2552.304,123.208,0.395
14.207,2558.449,122.616,0.393
14.257,2564.565,122.023,0.392
14.307,2570.652,121.431,0.39
14.357,2576.709,120.838,0.388
14.407,2582.736,120.245,0.387
14.457,2588.733,119.651,0.385
14.507,2594.701,119.058,0.383
14.557,2600.639,118.465,0.382
14.607,2606.547,117.874,0.38
14.657,2612.426,117.284,0.378
14.707,2618.276,116.698,0.377
14.757,2624.096,116.114,0.375
14.807,2629.887,115.534,0.374
14.857,2635.649,114.957,0.372
14.907,2641.383,114.382,0.37
14.957,2647.088,113.809,0.369
15.007,2652.764,113.237,0.367
15.057,2658.411,112.667,0.366
15.107,2664.03,112.098,0.364
15.157,2669.621,111.529,0.362
15.207,2675.183,110.959,0.36
15.257,2680.717,110.388,0.359
15.307,2686.222,109.817,0.357
15.357,2691.699,109.244,0.355
15.407,2697.147,108.671,0.354
15.457,2702.566,108.098,0.352
15.507,2707.956,107.524,0.35
15.557,2713.318,106.951,0.349
15.607,2718.651,106.379,0.347
15.657,2723.956,105.807,0.345
15.707,2729.232,105.236,0.344
15.757,2734.48,104.668,0.342
15.807,2739.699,104.102,0.34
15.857,2744.89,103.537,0.338
15.907,2750.053,102.975,0.337
15.957,2755.188,102.417,0.336
16.007,2760.295,101.861,0.334
16.057,2765.374,101.308,0.333
16.107,2770.425,100.757,0.332
16.157,2775.45,100.208,0.33
16.207,2780.446,99.659,0.329
16.257,2785.416,99.111,0.327
16.307,2790.357,98.563,0.326
16.357,2795.272,98.014,0.324
16.407,2800.159,97.464,0.323
16.457,2805.018,96.913,0.321
16.507,2809.85,96.36,0.319
16.557,2814.654,95.806,0.318
16.607,2819.431,95.25,0.316
16.657,2824.179,94.693,0.315
16.707,2828.9,94.135,0.313
16.757,2833.593,93.578,0.312
16.807,2838.258,93.02,0.31
16.857,2842.895,92.464,0.309
16.907,2847.504,91.907,0.307
16.957,2852.085,91.352,0.305
17.007,2856.639,90.801,0.304
17.057,2861.166,90.252,0.302
17.107,2865.664,89.705,0.301
17.157,2870.136,89.162,0.3
17.207,2874.581,88.622,0.298
17.257,2878.998,88.084,0.297
17.307,2883.389,87.549,0.296
17.357,2887.753,87.015,0.294
17.407,2892.091,86.484,0.293
17.457,2896.402,85.954,0.292
17.507,2900.686,85.424,0.29
17.557,2904.944,84.894,0.289
17.607,2909.176,84.363,0.287
17.657,2913.38,83.832,0.286
17.707,2917.559,83.3,0.284
17.757,2921.71,82.767,0.283
17.807,2925.835,82.233,0.282
17.857,2929.934,81.697,0.28
17.907,2934.005,81.161,0.279
17.957,2938.05,80.624,0.277
18.007,2942.067,80.086,0.276
18.057,2946.058,79.547,0.274
18.107,2950.022,79.007,0.273
18.157,2953.959,78.468,0.272
18.207,2957.869,77.929,0.27
18.257,2961.752,77.39,0.269
18.307,2965.608,76.852,0.268
18.357,2969.437,76.315,0.266
18.407,2973.239,75.778,0.264
18.457,2977.015,75.243,0.263
18.507,2980.764,74.709,0.261
18.557,2984.486,74.177,0.26
18.607,2988.182,73.648,0.259
18.657,2991.851,73.12,0.257
18.707,2995.494,72.595,0.256
18.757,2999.11,72.071,0.255
18.807,3002.701,71.55,0.253
18.857,3006.265,71.031,0.252
18.907,3009.804,70.512,0.25
18.957,3013.317,69.995,0.249
19.007,3016.803,69.478,0.247
19.057,3020.264,68.962,0.246
19.107,3023.7,68.447,0.245
19.157,3027.109,67.933,0.243
19.207,3030.493,67.418,0.242
19.257,3033.851,66.904,0.24
19.307,3037.183,66.389,0.239
19.357,3040.49,65.874,0.238
19.407,3043.771,65.358,0.236
19.457,3047.026,64.841,0.235
19.507,3050.255,64.324,0.233
19.557,3053.458,63.806,0.232
19.607,3056.635,63.288,0.231
19.657,3059.787,62.77,0.23
19.707,3062.912,62.251,0.228
19.757,3066.012,61.732,0.227
19.807,3069.085,61.212,0.225
19.857,3072.133,60.692,0.224
19.907,3075.155,60.172,0.223
19.957,3078.15,59.654,0.223
20.007,3081.12,59.136,0.222
20.057,3084.064,58.619,0.22
20.107,3086.982,58.103,0.219
20.157,3089.874,57.587,0.218
20.207,3092.741,57.071,0.216
20.257,3095.581,56.555,0.215
20.307,3098.396,56.041,0.214
20.357,3101.185,55.527,0.213
20.407,3103.949,55.014,0.211
20.457,3106.687,54.501,0.21
20.507,3109.399,53.99,0.209
20.557,3112.086,53.481,0.209
20.607,3114.747,52.972,0.207
20.657,3117.383,52.464,0.206
20.707,3119.994,51.956,0.204
20.757,3122.579,51.449,0.203
20.807,3125.139,50.942,0.202
20.857,3127.673,50.437,0.201
20.907,3130.182,49.932,0.2
20.957,3132.666,49.427,0.198
21.007,3135.125,48.922,0.197
21.057,3137.558,48.418,0.196
21.107,3139.967,47.915,0.195
21.157,3142.35,47.412,0.194
21.207,3144.708,46.909,0.192
21.257,3147.041,46.405,0.191
21.307,3149.348,45.902,0.19
21.357,3151.631,45.398,0.189
21.407,3153.888,44.895,0.188
21.457,3156.12,44.393,0.187
21.507,3158.328,43.891,0.187
21.557,3160.51,43.389,0.186
21.607,3162.666,42.887,0.184
21.657,3164.798,42.386,0.183
21.707,3166.905,41.883,0.182
21.757,3168.987,41.381,0.181
21.807,3171.043,40.878,0.179
21.857,3173.074,40.375,0.178
21.907,3175.081,39.872,0.177
21.957,3177.062,39.369,0.176
22.007,3179.018,38.867,0.176
22.057,3180.948,38.365,0.175
22.107,3182.854,37.863,0.173
22.157,3184.735,37.361,0.172
22.207,3186.59,36.859,0.172
22.257,3188.421,36.357,0.171
22.307,3190.226,35.856,0.169
22.357,3192.006,35.355,0.169
22.407,3193.761,34.854,0.168
22.457,3195.492,34.354,0.167
22.507,3197.197,33.854,0.166
22.557,3198.877,33.354,0.164
22.607,3200.532,32.855,0.164
22.657,3202.162,32.356,0.163
22.707,3203.768,31.858,0.163
22.757,3205.348,31.36,0.162
22.807,3206.904,30.864,0.161
22.857,3208.435,30.367,0.16
22.907,3209.94,29.871,0.159
22.957,3211.422,29.376,0.159
23.007,3212.878,28.88,0.158
23.057,3214.31,28.386,0.157
23.107,3215.717,27.891,0.156
23.157,3217.099,27.397,0.155
23.207,3218.456,26.902,0.153
23.257,3219.789,26.407,0.153
23.307,3221.097,25.913,0.152
23.357,3222.38,25.419,0.151
23.407,3223.639,24.926,0.15
23.457,3224.873,24.432,0.149
23.507,3226.082,23.939,0.149
23.557,3227.267,23.446,0.148
23.607,3228.427,22.953,0.146
23.657,3229.562,22.461,0.146
23.707,3230.673,21.968,0.145
23.757,3231.759,21.476,0.144
23.807,3232.82,20.984,0.144
23.857,3233.857,20.492,0.143
23.907,3234.87,20.001,0.143
23.957,3235.857,19.509,0.141
24.007,3236.821,19.017,0.14
24.057,3237.759,18.526,0.14
24.107,3238.673,18.035,0.14
24.157,3239.563,17.543,0.139
24.207,3240.428,17.053,0.138
24.257,3241.268,16.562,0.137
24.307,3242.084,16.071,0.137
24.357,3242.875,15.581,0.136
24.407,3243.642,15.09,0.136
24.457,3244.384,14.6,0.135
24.507,3245.102,14.11,0.134
24.557,3245.795,13.62,0.134
24.607,3246.464,13.13,0.133
24.657,3247.108,12.64,0.133
24.707,3247.728,12.15,0.132
24.757,3248.323,11.661,0.132
24.807,3248.894,11.172,0.133
24.857,3249.44,10.683,0.132
24.907,3249.962,10.195,0.132
24.957,3250.46,9.706,0.132
25.007,3250.933,9.218,0.132
25.057,3251.382,8.73,0.131
25.107,3251.806,8.241,0.13
25.157,3252.206,7.753,0.13
25.207,3252.581,7.265,0.131
25.257,3252.932,6.777,0.13
25.307,3253.259,6.289,0.13
25.357,3253.561,5.802,0.13
25.407,3253.839,5.314,0.13
25.457,3254.092,4.826,0.129
25.507,3254.322,4.338,0.13
25.557,3254.526,3.851,0.129
25.607,3254.707,3.363,0.129
25.657,3254.863,2.875,0.129
25.707,3254.994,2.387,0.128
25.757,3255.101,1.9,0.128
25.807,3255.184,1.412,0.127
25.857,3255.242,0.924,0.127
25.907,3255.276,0.436,0.127
25.957,3255.286,-0.052,0.128
26.007,3255.271,-0.54,0.128
26.046,3255.243,-0.907,0.126
26.086,3255.2,-1.277,0.123
26.128,3255.138,-1.657,0.12
26.172,3255.057,-2.045,0.118
26.217,3254.955,-2.442,0.115
26.265,3254.829,-2.85,0.112
26.314,3254.677,-3.265,0.109
26.366,3254.496,-3.692,0.107
26.421,3254.283,-4.13,0.104
26.478,3254.034,-4.58,0.101
26.538,3253.745,-5.046,0.098
26.602,3253.41,-5.527,0.095
26.668,3253.026,-6.023,0.093
26.737,3252.59,-6.529,0.091
26.81,3252.1,-7.046,0.089
26.886,3251.545,-7.578,0.087
26.965,3250.925,-8.122,0.085
27.047,3250.23,-8.679,0.083
27.134,3249.458,-9.248,0.082
27.223,3248.606,-9.824,0.08
27.316,3247.661,-10.413,0.079
27.413,3246.625,-11.009,0.077
27.514,3245.48,-11.62,0.076
27.62,3244.22,-12.243,0.074
27.731,3242.828,-12.883,0.074
27.844,3241.331,-13.514,0.072
27.963,3239.677,-14.166,0.072
28.087,3237.889,-14.814,0.071
28.216,3235.934,-15.473,0.071
28.351,3233.803,-16.138,0.07
28.493,3231.466,-16.815,0.07
28.641,3228.915,-17.497,0.069
28.799,3226.11,-18.19,0.07
28.964,3223.046,-18.881,0.069
29.14,3219.651,-19.584,0.07
29.328,3215.914,-20.283,0.071
29.525,3211.842,-20.956,0.072
29.737,3207.341,-21.618,0.072
29.965,3202.334,-22.269,0.073
30.217,3196.646,-22.922,0.074
30.489,3190.318,-23.535,0.075
30.802,3182.869,-24.158,0.076
31.138,3174.641,-24.699,0.077
31.536,3164.714,-25.236,0.078
31.955,3154.054,-25.647,0.079
32.455,3141.131,-26.044,0.079
32.955,3128.04,-26.322,0.08
33.455,3114.833,-26.505,0.08
33.955,3101.548,-26.636,0.08
34.455,3088.208,-26.723,0.081
34.955,3074.833,-26.775,0.081
35.455,3061.437,-26.811,0.081
35.955,3048.027,-26.828,0.081
36.455,3034.612,-26.83,0.081
36.955,3021.198,-26.828,0.081
37.455,3007.785,-26.823,0.081
37.955,2994.376,-26.811,0.081
38.455,2980.973,-26.801,0.081
38.955,2967.576,-26.788,0.081
39.455,2954.186,-26.774,0.08
39.955,2940.803,-26.758,0.08
40.455,2927.427,-26.743,0.08
40.955,2914.06,-26.726,0.08
41.455,2900.702,-26.708,0.08
41.955,2887.352,-26.692,0.08
42.455,2874.01,-26.675,0.08
42.955,2860.677,-26.657,0.08
43.455,2847.353,-26.64,0.08
43.955,2834.038,-26.622,0.08
44.455,2820.731,-26.604,0.08
44.955,2807.434,-26.586,0.08
45.455,2794.145,-26.568,0.08
45.955,2780.865,-26.552,0.08
46.455,2767.593,-26.535,0.08
46.955,2754.33,-26.518,0.08
47.455,2741.076,-26.5,0.079
47.955,2727.83,-26.484,0.079
48.455,2714.592,-26.467,0.079
48.955,2701.363,-26.45,0.079
49.455,2688.142,-26.433,0.079
49.955,2674.93,-26.416,0.079
50.455,2661.727,-26.399,0.079
50.955,2648.532,-26.381,0.079
51.455,2635.345,-26.364,0.079
51.955,2622.167,-26.348,0.079
52.455,2608.997,-26.332,0.079
52.955,2595.836,-26.315,0.079
53.455,2582.682,-26.298,0.079
53.955,2569.537,-26.281,0.079
54.455,2556.401,-26.264,0.079
54.955,2543.273,-26.248,0.078
55.455,2530.153,-26.232,0.078
55.955,2517.041,-26.216,0.078
56.455,2503.937,-26.199,0.078
56.955,2490.842,-26.183,0.078
57.455,2477.754,-26.166,0.078
57.955,2464.675,-26.15,0.078
58.455,2451.604,-26.135,0.078
58.955,2438.541,-26.118,0.078
59.455,2425.486,-26.1,0.078
59.955,2412.44,-26.085,0.078
60.455,2399.401,-26.07,0.078
60.955,2386.37,-26.054,0.078
61.455,2373.347,-26.038,0.078
61.955,2360.332,-26.021,0.078
62.455,2347.326,-26.005,0.078
62.955,2334.327,-25.989,0.077
63.455,2321.337,-25.973,0.077
63.955,2308.355,-25.956,0.077
64.455,2295.381,-25.938,0.077
64.955,2282.416,-25.923,0.077
65.455,2269.459,-25.907,0.077
65.955,2256.509,-25.89,0.077
66.455,2243.569,-25.873,0.077
66.955,2230.636,-25.858,0.077
67.455,2217.711,-25.842,0.077
67.955,2204.794,-25.826,0.077
68.455,2191.885,-25.81,0.077
68.955,2178.984,-25.794,0.077
69.455,2166.091,-25.778,0.077
69.955,2153.205,-25.763,0.077
70.455,2140.329,-25.743,0.077
70.955,2127.461,-25.729,0.076
71.455,2114.6,-25.714,0.076
71.955,2101.747,-25.699,0.076
72.455,2088.901,-25.684,0.076
72.955,2076.064,-25.668,0.076
73.455,2063.233,-25.653,0.076
73.955,2050.411,-25.637,0.076
74.455,2037.596,-25.622,0.076
74.955,2024.789,-25.607,0.076
75.455,2011.989,-25.591,0.076
75.955,1999.197,-25.576,0.076
76.455,1986.413,-25.56,0.076
76.955,1973.637,-25.545,0.076
77.455,1960.869,-25.53,0.076
77.955,1948.107,-25.515,0.076
78.455,1935.354,-25.5,0.076
78.955,1922.608,-25.485,0.076
79.455,1909.869,-25.47,0.076
79.955,1897.138,-25.455,0.075
80.455,1884.414,-25.439,0.075
80.955,1871.699,-25.423,0.075
81.455,1858.991,-25.408,0.075
81.955,1846.291,-25.392,0.075
82.455,1833.598,-25.377,0.075
82.955,1820.914,-25.361,0.075
83.455,1808.238,-25.344,0.075
83.955,1795.57,-25.329,0.075
84.455,1782.909,-25.315,0.075
84.955,1770.255,-25.298,0.075
85.455,1757.61,-25.284,0.075
85.955,1744.972,-25.269,0.075
86.455,1732.341,-25.254,0.075
86.955,1719.718,-25.236,0.075
87.455,1707.104,-25.222,0.075
87.955,1694.497,-25.206,0.075
88.455,1681.897,-25.192,0.074
88.955,1669.305,-25.178,0.074
89.455,1656.719,-25.163,0.074
89.955,1644.142,-25.148,0.074
90.455,1631.571,-25.134,0.074
90.955,1619.008,-25.119,0.074
91.455,1606.452,-25.105,0.074
91.955,1593.903,-25.09,0.074
92.455,1581.362,-25.075,0.074
92.955,1568.829,-25.06,0.074
93.455,1556.302,-25.046,0.074
93.955,1543.783,-25.031,0.074
94.455,1531.271,-25.016,0.074
94.955,1518.766,-25.002,0.074
95.455,1506.269,-24.988,0.074
95.955,1493.779,-24.974,0.074
96.455,1481.296,-24.959,0.074
96.955,1468.82,-24.944,0.074
97.455,1456.351,-24.93,0.073
97.955,1443.889,-24.916,0.073
98.455,1431.435,-24.902,0.073
98.955,1418.987,-24.888,0.073
99.455,1406.547,-24.873,0.073
99.955,1394.114,-24.859,0.073
100.455,1381.688,-24.845,0.073
100.955,1369.269,-24.829,0.073
101.455,1356.859,-24.812,0.073
101.955,1344.456,-24.799,0.073
102.455,1332.06,-24.785,0.073
102.955,1319.671,-24.771,0.073
103.455,1307.289,-24.756,0.073
103.955,1294.915,-24.742,0.073
104.455,1282.547,-24.728,0.073
104.955,1270.186,-24.713,0.073
105.455,1257.833,-24.699,0.073
105.955,1245.487,-24.685,0.073
106.455,1233.148,-24.671,0.072
106.955,1220.817,-24.657,0.072
107.455,1208.492,-24.642,0.072
107.955,1196.174,-24.628,0.072
108.455,1183.864,-24.613,0.072
108.955,1171.561,-24.599,0.072
109.455,1159.265,-24.585,0.072
109.955,1146.976,-24.571,0.072
110.455,1134.695,-24.554,0.072
110.955,1122.421,-24.542,0.072
111.455,1110.153,-24.529,0.072
111.955,1097.892,-24.515,0.072
112.455,1085.638,-24.502,0.072
112.955,1073.39,-24.488,0.072
113.455,1061.15,-24.475,0.072
113.955,1048.916,-24.459,0.072
114.455,1036.691,-24.445,0.072
114.955,1024.471,-24.432,0.072
115.455,1012.259,-24.419,0.072
115.955,1000.053,-24.405,0.072
116.455,987.854,-24.391,0.071
116.955,975.662,-24.378,0.071
117.455,963.476,-24.365,0.071
117.955,951.296,-24.352,0.071
118.455,939.124,-24.339,0.071
118.955,926.957,-24.326,0.071
119.455,914.798,-24.312,0.071
119.955,902.645,-24.299,0.071
120.455,890.499,-24.285,0.071
120.955,878.36,-24.271,0.071
121.455,866.228,-24.258,0.071
121.955,854.102,-24.244,0.071
122.455,841.984,-24.23,0.071
122.955,829.872,-24.217,0.071
123.455,817.767,-24.203,0.071
123.955,805.669,-24.189,0.071
124.455,793.578,-24.174,0.071
124.955,781.494,-24.161,0.071
125.455,769.417,-24.147,0.071
125.955,757.347,-24.133,0.07
126.455,745.284,-24.119,0.07
126.955,733.228,-24.106,0.07
127.455,721.178,-24.093,0.07
127.955,709.135,-24.08,0.07
128.455,697.098,-24.066,0.07
128.955,685.068,-24.053,0.07
129.455,673.045,-24.04,0.07
129.955,661.028,-24.026,0.07
130.455,649.019,-24.013,0.07
130.955,637.016,-23.998,0.07
131.455,625.02,-23.986,0.07
131.955,613.03,-23.974,0.07
132.455,601.046,-23.961,0.07
132.955,589.069,-23.948,0.07
133.455,577.098,-23.935,0.07
133.955,565.133,-23.922,0.07
134.455,553.176,-23.909,0.07
134.955,541.226,-23.891,0.07
135.455,529.283,-23.881,0.07
135.955,517.346,-23.868,0.07
136.455,505.415,-23.854,0.069
136.955,493.491,-23.843,0.069
137.455,481.572,-23.831,0.069
137.955,469.661,-23.815,0.069
138.455,457.756,-23.804,0.069
138.955,445.857,-23.793,0.069
138.956,445.833,-23.793,0.069
138.974,445.415,-22.793,0.066
138.994,444.972,-21.793,0.063
139.016,444.5,-20.793,0.06
139.041,443.996,-19.793,0.058
139.069,443.453,-18.793,0.055
139.101,442.864,-17.793,0.052
139.138,442.22,-16.793,0.049
139.182,441.507,-15.793,0.046
139.235,440.705,-14.793,0.043
139.299,439.785,-13.793,0.04
139.381,438.7,-12.794,0.037
139.49,437.359,-11.795,0.034
139.647,435.583,-10.799,0.031
139.916,432.814,-9.799,0.028
140.356,428.625,-9.21,0.027
140.825,424.314,-9.188,0.027
141.295,419.999,-9.187,0.027
141.764,415.689,-9.174,0.027
142.234,411.375,-9.182,0.027
142.704,407.066,-9.178,0.027
143.173,402.758,-9.18,0.027
143.642,398.452,-9.178,0.027
144.111,394.15,-9.167,0.027
144.58,389.849,-9.159,0.027
145.05,385.546,-9.165,0.027
145.519,381.248,-9.16,0.027
145.988,376.949,-9.167,0.027
146.457,372.654,-9.163,0.027
146.926,368.359,-9.166,0.027
147.394,364.067,-9.164,0.027
147.862,359.776,-9.162,0.027
148.33,355.487,-9.16,0.027
148.798,351.2,-9.158,0.027
149.266,346.917,-9.149,0.027
149.735,342.632,-9.153,0.027
150.203,338.35,-9.15,0.027
150.67,334.07,-9.149,0.027
151.17,329.495,-9.149,0.027
151.638,325.22,-9.14,0.027
152.106,320.944,-9.145,0.027
152.573,316.671,-9.142,0.027
153.04,312.4,-9.136,0.027
153.54,307.832,-9.136,0.027
154.007,303.571,-9.102,0.026
154.476,299.296,-9.136,0.027
154.943,295.031,-9.134,0.027
155.41,290.77,-9.127,0.027
155.877,286.508,-9.128,0.026
156.377,281.943,-9.128,0.026
156.843,277.685,-9.127,0.026
157.31,273.429,-9.125,0.027
157.776,269.176,-9.116,0.026
158.276,264.618,-9.116,0.026
158.742,260.367,-9.113,0.026
159.209,256.116,-9.116,0.027
159.675,251.87,-9.107,0.026
160.141,247.622,-9.112,0.026
160.607,243.378,-9.109,0.026
161.073,239.135,-9.106,0.026
161.539,234.894,-9.102,0.026
162.039,230.343,-9.102,0.026
162.504,226.104,-9.104,0.026
162.97,221.869,-9.1,0.026
163.435,217.633,-9.102,0.026
163.9,213.401,-9.098,0.026
164.365,209.17,-9.091,0.026
164.831,204.94,-9.093,0.026
165.296,200.711,-9.095,0.026
165.76,196.487,-9.083,0.026
166.225,192.26,-9.091,0.026
166.69,188.036,-9.09,0.026
167.155,183.815,-9.088,0.026
167.619,179.595,-9.084,0.026
168.083,175.376,-9.085,0.026
168.548,171.162,-9.072,0.026
169.012,166.944,-9.081,0.026
169.476,162.732,-9.072,0.026
169.941,158.519,-9.078,0.026
170.404,154.308,-9.076,0.026
170.868,150.099,-9.074,0.026
171.332,145.892,-9.073,0.026
171.795,141.687,-9.07,0.026
172.259,137.486,-9.055,0.026
172.723,133.281,-9.063,0.026
173.187,129.08,-9.065,0.026
173.65,124.88,-9.064,0.026
174.113,120.683,-9.062,0.026
174.576,116.49,-9.045,0.026
175.04,112.294,-9.051,0.026
175.503,108.102,-9.047,0.026
175.967,103.909,-9.05,0.026
176.43,99.718,-9.054,0.026
176.892,95.533,-9.037,0.026
177.356,91.344,-9.045,0.026
177.818,87.159,-9.046,0.026
178.281,82.975,-9.047,0.026
