# Time (s),Altitude (m),Vertical velocity (m/s),Mach number (​)
4.079,589.564,286.735,0.854
4.082,590.597,286.662,0.854
4.086,591.6,286.589,0.854
4.089,592.603,286.516,0.854
4.093,593.634,286.439,0.853
4.096,594.636,286.363,0.853
4.1,595.639,286.286,0.853
4.103,596.669,286.206,0.853
4.107,597.671,286.128,0.853
4.11,598.672,286.049,0.852
4.114,599.702,285.966,0.852
4.118,600.702,285.883,0.852
4.123,602.203,285.754,0.852
4.131,604.452,285.561,0.851
4.142,607.824,285.271,0.85
4.16,612.875,284.838,0.849
4.187,620.437,284.192,0.847
4.227,631.747,283.227,0.844
4.277,645.878,282.023,0.841
4.327,659.95,280.825,0.838
4.377,673.961,279.634,0.834
4.427,687.913,278.449,0.831
4.477,701.806,277.271,0.828
4.527,715.64,276.099,0.824
4.577,729.416,274.934,0.821
4.627,743.134,273.78,0.818
4.677,756.794,272.637,0.815
4.727,770.398,271.501,0.812
4.777,783.944,270.371,0.809
4.827,797.435,269.243,0.805
4.877,810.869,268.119,0.802
4.927,824.247,267,0.799
4.977,837.569,265.889,0.796
5.027,850.836,264.789,0.793
5.077,864.048,263.699,0.79
5.127,877.206,262.618,0.787
5.177,890.31,261.542,0.784
5.227,903.36,260.467,0.78
5.277,916.357,259.394,0.777
5.327,929.3,258.325,0.774
5.377,942.189,257.266,0.771
5.427,955.026,256.217,0.769
5.477,967.811,255.176,0.766
5.527,980.544,254.142,0.763
5.577,993.225,253.113,0.76
5.627,1005.855,252.086,0.757
5.677,1018.434,251.059,0.754
5.727,1030.961,250.034,0.751
5.777,1043.438,249.015,0.749
5.827,1055.863,248.004,0.746
5.877,1068.238,247.003,0.743
5.927,1080.563,246.012,0.74
5.977,1092.839,245.026,0.737
6.027,1105.066,244.044,0.734
6.077,1117.244,243.065,0.732
6.127,1129.373,242.088,0.729
6.177,1141.453,241.112,0.726
6.227,1153.484,240.141,0.723
6.277,1165.467,239.176,0.721
6.327,1177.402,238.217,0.718
6.377,1189.289,237.265,0.715
6.427,1201.128,236.319,0.712
6.477,1212.921,235.38,0.71
6.527,1224.666,234.445,0.707
6.577,1236.365,233.512,0.705
6.627,1248.018,232.582,0.702
6.677,1259.623,231.653,0.699
6.727,1271.183,230.726,0.697
6.777,1282.696,229.805,0.694
6.827,1294.164,228.889,0.692
6.877,1305.585,227.979,0.689
6.927,1316.962,227.075,0.687
6.977,1328.293,226.177,0.684
7.027,1339.579,225.284,0.682
7.077,1350.821,224.394,0.679
7.127,1362.019,223.506,0.676
7.177,1373.172,222.618,0.674
7.227,1384.281,221.734,0.671
7.277,1395.345,220.853,0.669
7.327,1406.366,219.977,0.667
7.377,1417.343,219.105,0.664
7.427,1428.277,218.24,0.662
7.477,1439.167,217.379,0.659
7.527,1450.015,216.521,0.657
7.577,1460.819,215.665,0.654
7.627,1471.581,214.812,0.652
7.677,1482.301,213.962,0.649
7.727,1492.977,213.112,0.647
7.777,1503.612,212.265,0.644
7.827,1514.204,211.424,0.642
7.877,1524.754,210.589,0.64
7.927,1535.263,209.76,0.637
7.977,1545.73,208.936,0.635
8.027,1556.157,208.116,0.632
8.077,1566.542,207.296,0.63
8.127,1576.886,206.477,0.628
8.177,1587.19,205.658,0.625
8.227,1597.452,204.84,0.623
8.277,1607.674,204.027,0.621
8.327,1617.855,203.217,0.618
8.377,1627.996,202.412,0.616
8.427,1638.096,201.612,0.614
8.477,1648.157,200.818,0.612
8.527,1658.178,200.028,0.61
8.577,1668.16,199.24,0.608
8.627,1678.102,198.453,0.605
8.677,1688.005,197.666,0.603
8.727,1697.869,196.88,0.601
8.777,1707.693,196.094,0.599
8.827,1717.478,195.31,0.597
8.877,1727.224,194.528,0.594
8.927,1736.931,193.748,0.592
8.977,1746.599,192.973,0.59
9.027,1756.228,192.205,0.588
9.077,1765.82,191.442,0.585
9.127,1775.373,190.683,0.583
9.177,1784.888,189.928,0.581
9.227,1794.365,189.175,0.579
9.277,1803.805,188.425,0.577
9.327,1813.208,187.675,0.575
9.377,1822.573,186.925,0.573
9.427,1831.9,186.177,0.571
9.477,1841.191,185.429,0.569
9.527,1850.443,184.683,0.567
9.577,1859.659,183.936,0.564
9.627,1868.837,183.192,0.562
9.677,1877.978,182.451,0.56
9.727,1887.082,181.716,0.558
9.777,1896.15,180.986,0.556
9.827,1905.181,180.26,0.554
9.877,1914.176,179.537,0.552
9.927,1923.135,178.816,0.55
9.977,1932.058,178.096,0.548
10.027,1940.944,177.375,0.546
10.077,1949.795,176.655,0.544
10.127,1958.61,175.937,0.542
10.177,1967.389,175.219,0.54
10.227,1976.132,174.502,0.538
10.277,1984.839,173.788,0.536
10.327,1993.511,173.076,0.534
10.377,2002.147,172.37,0.532
10.427,2010.748,171.668,0.53
10.477,2019.314,170.969,0.528
10.527,2027.845,170.272,0.526
10.577,2036.341,169.578,0.524
10.627,2044.802,168.886,0.522
10.677,2053.229,168.193,0.52
10.727,2061.622,167.501,0.518
10.777,2069.98,166.81,0.516
10.827,2078.303,166.119,0.514
10.877,2086.592,165.43,0.512
10.927,2094.846,164.742,0.51
10.977,2103.066,164.057,0.508
11.027,2111.251,163.372,0.506
11.077,2119.403,162.69,0.504
11.127,2127.521,162.01,0.502
11.177,2135.604,161.332,0.5
11.227,2143.654,160.656,0.498
11.277,2151.67,159.985,0.496
11.327,2159.652,159.318,0.495
11.377,2167.602,158.654,0.493
11.427,2175.518,157.991,0.491
11.477,2183.401,157.331,0.489
11.527,2191.251,156.671,0.487
11.577,2199.068,156.011,0.486
11.627,2206.852,155.351,0.484
11.677,2214.603,154.69,0.482
11.727,2222.321,154.029,0.48
11.777,2230.006,153.367,0.478
11.827,2237.658,152.707,0.476
11.877,2245.277,152.049,0.475
11.927,2252.863,151.393,0.473
11.977,2260.416,150.739,0.471
12.027,2267.937,150.089,0.469
12.077,2275.425,149.442,0.467
12.127,2282.881,148.798,0.465
12.177,2290.305,148.157,0.463
12.227,2297.697,147.518,0.461
12.277,2305.057,146.881,0.46
12.327,2312.385,146.245,0.458
12.377,2319.681,145.611,0.456
12.427,2326.946,144.977,0.454
12.477,2334.179,144.344,0.453
12.527,2341.38,143.711,0.451
12.577,2348.55,143.078,0.449
12.627,2355.688,142.445,0.447
12.677,2362.794,141.812,0.445
12.727,2369.869,141.179,0.444
12.777,2376.912,140.548,0.442
12.827,2383.924,139.917,0.44
12.877,2390.904,139.29,0.438
12.927,2397.853,138.665,0.437
12.977,2404.771,138.042,0.435
13.027,2411.657,137.422,0.433
13.077,2418.513,136.805,0.431
13.127,2425.338,136.191,0.43
13.177,2432.132,135.578,0.428
13.227,2438.896,134.966,0.426
13.277,2445.629,134.355,0.424
13.327,2452.331,133.744,0.422
13.377,2459.003,133.134,0.421
13.427,2465.645,132.524,0.419
13.477,2472.255,131.913,0.417
13.527,2478.836,131.304,0.416
13.577,2485.386,130.695,0.414
13.627,2491.905,130.086,0.412
13.677,2498.394,129.477,0.41
13.727,2504.853,128.869,0.408
13.777,2511.281,128.263,0.407
13.827,2517.679,127.659,0.405
13.877,2524.047,127.058,0.403
13.927,2530.385,126.458,0.402
13.977,2536.693,125.861,0.4
14.027,2542.971,125.266,0.398
14.077,2549.22,124.672,0.396
14.127,2555.439,124.08,0.395
14.177,2561.628,123.49,0.393
14.227,2567.788,122.899,0.391
14.277,2573.918,122.309,0.389
14.327,2580.019,121.72,0.387
14.377,2586.09,121.131,0.386
14.427,2592.132,120.544,0.384
14.477,2598.144,119.959,0.383
14.527,2604.128,119.375,0.381
14.577,2610.082,118.791,0.38
14.627,2616.007,118.207,0.378
14.677,2621.903,117.623,0.376
14.727,2627.769,117.039,0.374
14.777,2633.606,116.455,0.373
14.827,2639.415,115.872,0.371
14.877,2645.194,115.29,0.37
14.927,2650.944,114.711,0.369
14.977,2656.665,114.133,0.367
15.027,2662.357,113.556,0.366
15.077,2668.02,112.981,0.364
15.127,2673.655,112.404,0.362
15.177,2679.261,111.829,0.36
15.227,2684.838,111.254,0.359
15.277,2690.386,110.681,0.357
15.327,2695.906,110.108,0.355
15.377,2701.397,109.537,0.354
15.427,2706.86,108.968,0.352
15.477,2712.294,108.4,0.351
15.527,2717.7,107.833,0.349
15.577,2723.077,107.267,0.347
15.627,2728.426,106.702,0.346
15.677,2733.747,106.139,0.344
15.727,2739.04,105.576,0.343
15.777,2744.305,105.014,0.341
15.827,2749.542,104.452,0.34
15.877,2754.75,103.89,0.338
15.927,2759.931,103.33,0.336
15.977,2765.083,102.769,0.335
16.027,2770.208,102.208,0.333
16.077,2775.304,101.647,0.332
16.127,2780.372,101.087,0.33
16.177,2785.413,100.528,0.329
16.227,2790.425,99.97,0.327
16.277,2795.41,99.413,0.326
16.327,2800.366,98.857,0.324
16.377,2805.295,98.303,0.323
16.427,2810.197,97.749,0.321
16.477,2815.07,97.195,0.319
16.527,2819.916,96.642,0.318
16.577,2824.735,96.09,0.316
16.627,2829.525,95.539,0.315
16.677,2834.288,94.988,0.313
16.727,2839.024,94.439,0.312
16.777,2843.732,93.892,0.31
16.827,2848.413,93.346,0.309
16.877,2853.067,92.8,0.307
16.927,2857.693,92.255,0.306
16.977,2862.293,91.711,0.304
17.027,2866.864,91.166,0.303
17.077,2871.409,90.622,0.301
17.127,2875.927,90.078,0.3
17.177,2880.417,89.534,0.298
17.227,2884.88,88.991,0.297
17.277,2889.316,88.448,0.295
17.327,2893.725,87.906,0.294
17.377,2898.107,87.365,0.292
17.427,2902.461,86.824,0.29
17.477,2906.789,86.283,0.289
17.527,2911.09,85.743,0.287
17.577,2915.363,85.203,0.286
17.627,2919.61,84.664,0.284
17.677,2923.83,84.126,0.283
17.727,2928.023,83.589,0.282
17.777,2932.189,83.054,0.281
17.827,2936.328,82.519,0.279
17.877,2940.441,81.986,0.278
17.927,2944.527,81.453,0.276
17.977,2948.586,80.921,0.275
18.027,2952.619,80.388,0.273
18.077,2956.625,79.857,0.272
18.127,2960.604,79.326,0.27
18.177,2964.557,78.796,0.269
18.227,2968.484,78.266,0.267
18.277,2972.384,77.736,0.266
18.327,2976.258,77.207,0.265
18.377,2980.105,76.677,0.263
18.427,2983.925,76.149,0.262
18.477,2987.72,75.621,0.261
18.527,2991.488,75.093,0.259
18.577,2995.229,74.566,0.258
18.627,2998.944,74.04,0.257
18.677,3002.633,73.514,0.255
18.727,3006.296,72.988,0.254
18.777,3009.932,72.463,0.253
18.827,3013.542,71.938,0.251
18.877,3017.126,71.414,0.25
18.927,3020.683,70.889,0.248
18.977,3024.214,70.363,0.246
19.027,3027.72,69.838,0.245
19.077,3031.198,69.314,0.244
19.127,3034.651,68.79,0.242
19.177,3038.077,68.267,0.241
19.227,3041.478,67.746,0.24
19.277,3044.852,67.224,0.238
19.327,3048.2,66.704,0.237
19.377,3051.522,66.183,0.235
19.427,3054.818,65.663,0.234
19.477,3058.089,65.143,0.232
19.527,3061.333,64.625,0.231
19.577,3064.551,64.107,0.23
19.627,3067.744,63.591,0.229
19.677,3070.91,63.074,0.227
19.727,3074.051,62.557,0.225
19.777,3077.166,62.04,0.224
19.827,3080.255,61.526,0.223
19.877,3083.318,61.012,0.222
19.927,3086.356,60.498,0.22
19.977,3089.368,59.986,0.219
20.027,3092.355,59.474,0.218
20.077,3095.316,58.963,0.217
20.127,3098.251,58.453,0.216
20.177,3101.161,57.943,0.214
20.227,3104.045,57.433,0.213
20.277,3106.904,56.923,0.211
20.327,3109.738,56.413,0.21
20.377,3112.546,55.903,0.208
20.427,3115.328,55.392,0.207
20.477,3118.085,54.882,0.206
20.527,3120.816,54.371,0.204
20.577,3123.522,53.862,0.204
20.627,3126.202,53.353,0.203
20.677,3128.857,52.845,0.202
20.727,3131.487,52.336,0.2
20.777,3134.091,51.828,0.199
20.827,3136.67,51.32,0.198
20.877,3139.223,50.812,0.197
20.927,3141.751,50.305,0.196
20.977,3144.253,49.799,0.195
21.027,3146.731,49.292,0.194
21.077,3149.183,48.786,0.193
21.127,3151.609,48.28,0.191
21.177,3154.011,47.774,0.19
21.227,3156.387,47.269,0.189
21.277,3158.738,46.764,0.188
21.327,3161.063,46.258,0.186
21.377,3163.363,45.752,0.185
21.427,3165.638,45.245,0.184
21.477,3167.888,44.74,0.183
21.527,3170.112,44.234,0.182
21.577,3172.311,43.73,0.181
21.627,3174.485,43.226,0.18
21.677,3176.634,42.723,0.179
21.727,3178.758,42.22,0.178
21.777,3180.856,41.718,0.177
21.827,3182.929,41.216,0.176
21.877,3184.978,40.713,0.175
21.927,3187.001,40.211,0.173
21.977,3188.999,39.709,0.172
22.027,3190.972,39.207,0.171
22.077,3192.919,38.706,0.17
22.127,3194.842,38.205,0.169
22.177,3196.74,37.705,0.168
22.227,3198.613,37.204,0.167
22.277,3200.46,36.705,0.166
22.327,3202.283,36.205,0.165
22.377,3204.081,35.707,0.164
22.427,3205.854,35.208,0.163
22.477,3207.602,34.71,0.162
22.527,3209.325,34.213,0.161
22.577,3211.023,33.716,0.16
22.627,3212.696,33.219,0.159
22.677,3214.345,32.723,0.158
22.727,3215.969,32.226,0.157
22.777,3217.568,31.73,0.156
22.827,3219.142,31.234,0.155
22.877,3220.691,30.739,0.154
22.927,3222.216,30.243,0.153
22.977,3223.715,29.748,0.152
23.027,3225.19,29.253,0.151
23.077,3226.641,28.759,0.15
23.127,3228.066,28.264,0.149
23.177,3229.467,27.77,0.149
23.227,3230.843,27.276,0.148
23.277,3232.195,26.783,0.148
23.327,3233.522,26.29,0.147
23.377,3234.824,25.798,0.146
23.427,3236.101,25.305,0.144
23.477,3237.354,24.811,0.144
23.527,3238.582,24.319,0.143
23.577,3239.786,23.826,0.142
23.627,3240.965,23.333,0.14
23.677,3242.119,22.839,0.139
23.727,3243.249,22.346,0.138
23.777,3244.354,21.853,0.138
23.827,3245.434,21.36,0.137
23.877,3246.49,20.867,0.137
23.927,3247.521,20.375,0.136
23.977,3248.527,19.883,0.136
24.027,3249.509,19.392,0.135
24.077,3250.467,18.9,0.135
24.127,3251.399,18.41,0.135
24.177,3252.308,17.919,0.134
24.227,3253.191,17.429,0.133
24.277,3254.05,16.938,0.133
24.327,3254.885,16.448,0.132
24.377,3255.695,15.958,0.131
24.427,3256.481,15.467,0.13
24.477,3257.242,14.977,0.129
24.527,3257.979,14.486,0.129
24.577,3258.691,13.996,0.128
24.627,3259.378,13.506,0.127
24.677,3260.041,13.016,0.127
24.727,3260.68,12.526,0.126
24.777,3261.294,12.036,0.126
24.827,3261.883,11.547,0.126
24.877,3262.448,11.057,0.126
24.927,3262.989,10.568,0.126
24.977,3263.505,10.079,0.125
25.027,3263.997,9.59,0.124
25.077,3264.464,9.102,0.124
25.127,3264.907,8.613,0.124
25.177,3265.326,8.125,0.124
25.227,3265.72,7.636,0.125
25.277,3266.089,7.149,0.125
25.327,3266.435,6.662,0.124
25.377,3266.755,6.174,0.124
25.427,3267.052,5.686,0.123
25.477,3267.324,5.199,0.123
25.527,3267.572,4.712,0.122
25.577,3267.795,4.224,0.122
25.627,3267.994,3.737,0.122
25.677,3268.169,3.249,0.122
25.727,3268.319,2.762,0.122
25.777,3268.445,2.275,0.122
25.827,3268.547,1.788,0.121
25.877,3268.624,1.301,0.121
25.927,3268.677,0.814,0.121
25.977,3268.705,0.327,0.12
26.027,3268.709,-0.161,0.12
26.077,3268.689,-0.648,0.12
26.12,3268.652,-1.061,0.117
26.166,3268.594,-1.481,0.115
26.213,3268.514,-1.909,0.112
26.263,3268.408,-2.347,0.109
26.315,3268.275,-2.794,0.106
26.369,3268.111,-3.254,0.104
26.426,3267.913,-3.724,0.101
26.485,3267.678,-4.205,0.098
26.547,3267.401,-4.701,0.096
26.613,3267.077,-5.211,0.093
26.681,3266.702,-5.733,0.092
26.751,3266.281,-6.257,0.09
26.824,3265.806,-6.788,0.088
26.901,3265.263,-7.338,0.085
26.982,3264.648,-7.905,0.083
27.066,3263.958,-8.484,0.081
27.154,3263.182,-9.08,0.08
27.246,3262.324,-9.683,0.079
27.34,3261.386,-10.284,0.077
27.439,3260.338,-10.905,0.076
27.542,3259.182,-11.538,0.075
27.648,3257.919,-12.174,0.074
27.759,3256.529,-12.823,0.073
27.875,3255.012,-13.475,0.072
27.995,3253.354,-14.136,0.071
28.121,3251.523,-14.816,0.069
28.255,3249.501,-15.516,0.07
28.391,3247.333,-16.197,0.07
28.535,3244.958,-16.886,0.069
28.686,3242.35,-17.587,0.07
28.844,3239.528,-18.273,0.071
29.005,3236.521,-18.926,0.072
29.172,3233.311,-19.549,0.073
29.345,3229.89,-20.144,0.073
29.53,3226.094,-20.758,0.073
29.727,3221.958,-21.359,0.074
29.936,3217.42,-21.95,0.073
30.169,3212.225,-22.574,0.073
30.43,3206.259,-23.21,0.075
30.714,3199.581,-23.81,0.076
31.025,3192.102,-24.364,0.077
31.367,3183.672,-24.871,0.077
31.772,3173.5,-25.375,0.078
32.264,3160.907,-25.854,0.079
32.764,3147.895,-26.196,0.08
33.264,3134.737,-26.437,0.08
33.764,3121.48,-26.588,0.081
34.264,3108.161,-26.691,0.081
34.764,3094.796,-26.766,0.081
35.264,3081.402,-26.81,0.081
35.764,3067.99,-26.839,0.081
36.264,3054.568,-26.85,0.081
36.764,3041.143,-26.851,0.081
37.264,3027.719,-26.845,0.081
37.764,3014.299,-26.833,0.081
38.264,3000.885,-26.823,0.081
38.764,2987.476,-26.811,0.081
39.264,2974.075,-26.795,0.081
39.764,2960.681,-26.779,0.081
40.264,2947.295,-26.764,0.08
40.764,2933.917,-26.749,0.08
41.264,2920.546,-26.733,0.08
41.764,2907.184,-26.717,0.08
42.264,2893.83,-26.7,0.08
42.764,2880.484,-26.683,0.08
43.264,2867.147,-26.665,0.08
43.764,2853.819,-26.648,0.08
44.264,2840.499,-26.631,0.08
44.764,2827.188,-26.614,0.08
45.264,2813.886,-26.595,0.08
45.764,2800.593,-26.578,0.08
46.264,2787.308,-26.561,0.08
46.764,2774.031,-26.544,0.08
47.264,2760.764,-26.526,0.08
47.764,2747.505,-26.509,0.079
48.264,2734.255,-26.492,0.079
48.764,2721.013,-26.474,0.079
49.264,2707.78,-26.458,0.079
49.764,2694.556,-26.44,0.079
50.264,2681.34,-26.423,0.079
50.764,2668.133,-26.405,0.079
51.264,2654.934,-26.389,0.079
51.764,2641.744,-26.373,0.079
52.264,2628.562,-26.356,0.079
52.764,2615.388,-26.34,0.079
53.264,2602.222,-26.323,0.079
53.764,2589.065,-26.307,0.079
54.264,2575.916,-26.29,0.079
54.764,2562.776,-26.271,0.079
55.264,2549.644,-26.255,0.079
55.764,2536.52,-26.24,0.078
56.264,2523.404,-26.224,0.078
56.764,2510.296,-26.208,0.078
57.264,2497.197,-26.192,0.078
57.764,2484.105,-26.176,0.078
58.264,2471.021,-26.16,0.078
58.764,2457.945,-26.143,0.078
59.264,2444.877,-26.127,0.078
59.764,2431.818,-26.111,0.078
60.264,2418.766,-26.095,0.078
60.764,2405.722,-26.079,0.078
61.264,2392.687,-26.063,0.078
61.764,2379.659,-26.047,0.078
62.264,2366.64,-26.03,0.078
62.764,2353.63,-26.013,0.078
63.264,2340.627,-25.997,0.078
63.764,2327.633,-25.98,0.077
64.264,2314.647,-25.963,0.077
64.764,2301.669,-25.947,0.077
65.264,2288.7,-25.93,0.077
65.764,2275.739,-25.913,0.077
66.264,2262.787,-25.897,0.077
66.764,2249.843,-25.88,0.077
67.264,2236.907,-25.864,0.077
67.764,2223.979,-25.848,0.077
68.264,2211.058,-25.832,0.077
68.764,2198.147,-25.813,0.077
69.264,2185.244,-25.798,0.077
69.764,2172.349,-25.783,0.077
70.264,2159.461,-25.767,0.077
70.764,2146.582,-25.751,0.077
71.264,2133.71,-25.736,0.077
71.764,2120.846,-25.722,0.076
72.264,2107.989,-25.706,0.076
72.764,2095.14,-25.691,0.076
73.264,2082.298,-25.676,0.076
73.764,2069.464,-25.66,0.076
74.264,2056.638,-25.644,0.076
74.764,2043.82,-25.628,0.076
75.264,2031.01,-25.612,0.076
75.764,2018.208,-25.598,0.076
76.264,2005.412,-25.583,0.076
76.764,1992.625,-25.568,0.076
77.264,1979.844,-25.553,0.076
77.764,1967.072,-25.537,0.076
78.264,1954.307,-25.522,0.076
78.764,1941.55,-25.507,0.076
79.264,1928.801,-25.492,0.076
79.764,1916.058,-25.477,0.076
80.264,1903.324,-25.461,0.075
80.764,1890.597,-25.446,0.075
81.264,1877.878,-25.431,0.075
81.764,1865.166,-25.415,0.075
82.264,1852.463,-25.399,0.075
82.764,1839.767,-25.384,0.075
83.264,1827.079,-25.369,0.075
83.764,1814.398,-25.354,0.075
84.264,1801.725,-25.338,0.075
84.764,1789.06,-25.323,0.075
85.264,1776.402,-25.307,0.075
85.764,1763.752,-25.292,0.075
86.264,1751.11,-25.277,0.075
86.764,1738.475,-25.262,0.075
87.264,1725.848,-25.247,0.075
87.764,1713.229,-25.231,0.075
88.264,1700.617,-25.216,0.075
88.764,1688.013,-25.201,0.074
89.264,1675.416,-25.186,0.074
89.764,1662.827,-25.171,0.074
90.264,1650.245,-25.156,0.074
90.764,1637.67,-25.141,0.074
91.264,1625.104,-25.126,0.074
91.764,1612.544,-25.112,0.074
92.264,1599.992,-25.097,0.074
92.764,1587.447,-25.082,0.074
93.264,1574.91,-25.067,0.074
93.764,1562.38,-25.053,0.074
94.264,1549.857,-25.038,0.074
94.764,1537.342,-25.024,0.074
95.264,1524.834,-25.01,0.074
95.764,1512.332,-24.995,0.074
96.264,1499.838,-24.981,0.074
96.764,1487.352,-24.966,0.074
97.264,1474.872,-24.952,0.074
97.764,1462.4,-24.938,0.074
98.264,1449.935,-24.923,0.073
98.764,1437.477,-24.908,0.073
99.264,1425.027,-24.894,0.073
99.764,1412.583,-24.88,0.073
100.264,1400.146,-24.866,0.073
100.764,1387.717,-24.85,0.073
101.264,1375.296,-24.836,0.073
101.764,1362.881,-24.822,0.073
102.264,1350.474,-24.807,0.073
102.764,1338.074,-24.793,0.073
103.264,1325.681,-24.778,0.073
103.764,1313.296,-24.764,0.073
104.264,1300.917,-24.749,0.073
104.764,1288.546,-24.735,0.073
105.264,1276.183,-24.721,0.073
105.764,1263.826,-24.704,0.073
106.264,1251.478,-24.689,0.073
106.764,1239.137,-24.675,0.073
107.264,1226.804,-24.658,0.072
107.764,1214.478,-24.645,0.072
108.264,1202.159,-24.632,0.072
108.764,1189.846,-24.619,0.072
109.264,1177.54,-24.606,0.072
109.764,1165.241,-24.592,0.072
110.264,1152.948,-24.577,0.072
110.764,1140.663,-24.564,0.072
111.264,1128.385,-24.549,0.072
111.764,1116.114,-24.535,0.072
112.264,1103.849,-24.522,0.072
112.764,1091.592,-24.509,0.072
113.264,1079.341,-24.495,0.072
113.764,1067.097,-24.481,0.072
114.264,1054.859,-24.468,0.072
114.764,1042.629,-24.453,0.072
115.264,1030.406,-24.439,0.072
115.764,1018.19,-24.425,0.072
116.264,1005.981,-24.412,0.072
116.764,993.778,-24.399,0.071
117.264,981.582,-24.386,0.071
117.764,969.393,-24.372,0.071
118.264,957.21,-24.359,0.071
118.764,945.034,-24.346,0.071
119.264,932.864,-24.332,0.071
119.764,920.701,-24.318,0.071
120.264,908.545,-24.305,0.071
120.764,896.396,-24.292,0.071
121.264,884.254,-24.277,0.071
121.764,872.119,-24.264,0.071
122.264,859.99,-24.251,0.071
122.764,847.868,-24.237,0.071
123.264,835.753,-24.222,0.071
123.764,823.645,-24.209,0.071
124.264,811.544,-24.195,0.071
124.764,799.45,-24.181,0.071
125.264,787.363,-24.168,0.071
125.764,775.282,-24.155,0.071
126.264,763.208,-24.141,0.07
126.764,751.141,-24.128,0.07
127.264,739.08,-24.114,0.07
127.764,727.027,-24.099,0.07
128.264,714.981,-24.086,0.07
128.764,702.941,-24.073,0.07
129.264,690.908,-24.057,0.07
129.764,678.883,-24.043,0.07
130.264,666.865,-24.031,0.07
130.764,654.852,-24.019,0.07
131.264,642.846,-24.006,0.07
131.764,630.846,-23.993,0.07
132.264,618.853,-23.98,0.07
132.764,606.866,-23.967,0.07
133.264,594.886,-23.954,0.07
133.764,582.913,-23.941,0.07
134.264,570.945,-23.928,0.07
134.764,558.985,-23.914,0.07
135.264,547.031,-23.902,0.07
135.764,535.083,-23.888,0.07
136.264,523.143,-23.875,0.07
136.764,511.209,-23.863,0.069
137.264,499.28,-23.851,0.069
137.764,487.358,-23.838,0.069
138.264,475.443,-23.824,0.069
138.764,463.534,-23.811,0.069
139.264,451.631,-23.799,0.069
139.265,451.608,-23.799,0.069
139.283,451.19,-22.8,0.066
139.302,450.747,-21.8,0.063
139.325,450.276,-20.801,0.061
139.349,449.772,-19.801,0.058
139.377,449.229,-18.802,0.055
139.41,448.641,-17.803,0.052
139.447,447.999,-16.804,0.049
139.49,447.287,-15.805,0.046
139.543,446.486,-14.805,0.043
139.607,445.568,-13.805,0.04
139.688,444.483,-12.806,0.037
139.797,443.144,-11.806,0.034
139.955,441.362,-10.806,0.031
140.222,438.608,-9.809,0.029
140.662,434.421,-9.204,0.027
141.132,430.106,-9.186,0.027
141.602,425.788,-9.19,0.027
142.071,421.473,-9.186,0.027
142.541,417.16,-9.182,0.027
143.011,412.848,-9.183,0.027
143.48,408.541,-9.169,0.027
143.95,404.229,-9.18,0.027
144.419,399.923,-9.176,0.027
144.888,395.618,-9.175,0.027
145.388,391.031,-9.175,0.027
145.857,386.73,-9.173,0.027
146.326,382.43,-9.172,0.027
146.794,378.132,-9.168,0.027
147.263,373.836,-9.167,0.027
147.732,369.542,-9.166,0.027
148.2,365.252,-9.154,0.027
148.669,360.96,-9.155,0.027
149.137,356.67,-9.155,0.027
149.606,352.382,-9.159,0.027
150.074,348.096,-9.156,0.027
150.542,343.813,-9.151,0.027
151.01,339.529,-9.153,0.027
151.477,335.249,-9.15,0.027
151.945,330.975,-9.126,0.027
152.414,326.696,-9.133,0.027
152.882,322.418,-9.142,0.027
153.35,318.143,-9.143,0.027
153.817,313.871,-9.141,0.027
154.284,309.6,-9.14,0.027
154.751,305.332,-9.137,0.027
155.218,301.065,-9.133,0.027
155.685,296.799,-9.135,0.027
156.152,292.536,-9.13,0.027
156.619,288.273,-9.132,0.027
157.086,284.014,-9.122,0.026
157.552,279.754,-9.125,0.027
158.019,275.507,-9.081,0.026
158.488,271.242,-9.121,0.026
158.954,266.987,-9.122,0.027
159.42,262.738,-9.109,0.026
159.887,258.486,-9.114,0.026
160.387,253.929,-9.114,0.026
160.853,249.682,-9.112,0.026
161.319,245.435,-9.113,0.026
161.785,241.192,-9.112,0.026
162.25,236.949,-9.11,0.026
162.716,232.712,-9.097,0.026
163.182,228.471,-9.102,0.026
163.647,224.233,-9.105,0.026
164.113,219.998,-9.102,0.026
164.578,215.764,-9.097,0.026
165.043,211.532,-9.096,0.026
165.508,207.301,-9.098,0.026
165.973,203.072,-9.095,0.026
166.438,198.846,-9.088,0.026
166.903,194.619,-9.092,0.026
167.368,190.394,-9.091,0.026
167.832,186.174,-9.081,0.026
168.297,181.951,-9.088,0.026
168.761,177.735,-9.068,0.026
169.227,173.514,-9.083,0.026
169.691,169.299,-9.076,0.026
170.155,165.086,-9.069,0.026
170.62,160.87,-9.078,0.026
171.084,156.66,-9.074,0.026
171.548,152.452,-9.065,0.026
172.012,148.241,-9.074,0.026
172.476,144.036,-9.066,0.026
172.939,139.832,-9.061,0.026
173.403,135.627,-9.065,0.026
173.867,131.426,-9.064,0.026
174.33,127.225,-9.062,0.026
174.794,123.027,-9.059,0.026
175.257,118.835,-9.035,0.026
175.721,114.634,-9.058,0.026
176.184,110.441,-9.054,0.026
176.647,106.249,-9.051,0.026
177.111,102.057,-9.055,0.026
177.573,97.868,-9.053,0.026
178.036,93.681,-9.052,0.026
178.498,89.495,-9.049,0.026
178.961,85.311,-9.046,0.026
